data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
5340217,716,ZIM5465,5465,2016-09-15,2016,1,Strategic developments,Looting/property destruction,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC: Movement for Democratic Change; PF: People First,7,37,Southern Africa,Zimbabwe,Mashonaland West,Makonde,Chinhoyi Municipality,Chinhoyi,-17.3666,30.2000,1,Zimbabwe Standard,National,Property destruction: ZANU PF militia stoned the houses of MDC and PF officials to intimidate them ahead of a march for electoral reforms,0,1561469397,ZWE
5340216,716,ZIM5463,5463,2016-09-14,2016,1,Riots,Violent demonstration,Rioters (Zimbabwe),#Tajamuka/Sesjikile,5,,,0,50,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.1500,28.5800,1,Newsday (Zimbabwe),National,"Tajamuka youths barricaded the main road with boulders, sang anti-government songs, and burned tires",0,1561469397,ZWE
6347593,716,ZIM5461,5461,2016-09-12,2016,2,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Local Source,Subnational,ZANU supporters attacked an MDC ward official,0,1574110438,ZWE
6347594,716,ZIM5462,5462,2016-09-12,2016,2,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Kambuzuma,-17.8552,30.9672,1,Local Source,Subnational,ZANU supporters attacked an MDC ward official,0,1574110438,ZWE
6347595,716,ZIM5460,5460,2016-09-12,2016,1,Violence against civilians,Attack,Unidentified Armed Group (Zimbabwe),,3,Civilians (Zimbabwe),#Tajamuka/Sesjikile,7,37,Southern Africa,Zimbabwe,Mashonaland West,Zvimba,Zvimba RDC,Somerby,-17.9010,30.7895,2,Local Source,Subnational,"The Tajamuka spokesperson was abducted by a group of unidentified armed men, tortured, injected with an unknown substance, and dumped in the bush near Lake Chivero.",0,1574110438,ZWE
5340210,716,ZIM5457,5457,2016-09-11,2016,2,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,7,37,Southern Africa,Zimbabwe,Harare,Harare,Chitungwiza Urban,Chitungwiza,-18.0127,31.0756,1,Herald (Zimbabwe),National,"The ZANU Youth League Commissar was beaten up by ZANU youths who accused him of protecting national Commissar, Kasukuwere",0,1561469397,ZWE
6347598,716,ZIM5458,5458,2016-09-11,2016,1,Protests,Excessive force against protesters,Police Forces of Zimbabwe (1987-2017),,1,Protesters (Zimbabwe),NAVUZ: National Vendors Union of Zimbabwe,6,16,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Local Source,Subnational,NAVUZ marched to Harare Central Police Station with a petition. The leader was beaten by the police,0,1574110438,ZWE
6347599,716,ZIM5459,5459,2016-09-11,2016,1,Violence against civilians,Attack,Military Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Local Source,Subnational,6 Zimbabwe National Army men abducted and tortured a man who they acused of supporting Tajamuka,0,1574110438,ZWE
5340208,716,ZIM5455,5455,2016-09-09,2016,1,Protests,Protest with intervention,Protesters (Zimbabwe),#Tajamuka/Sesjikile,6,Police Forces of Zimbabwe (1987-2017),,1,16,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,AFP,International,"Tajamuka protesters marched to the parliament in Harare, but were blocked by the police, who fired teargas",0,1561469397,ZWE
6347602,716,ZIM5456,5456,2016-09-09,2016,1,Violence against civilians,Attack,Unidentified Armed Group (Zimbabwe),,3,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,37,Southern Africa,Zimbabwe,Harare,Harare,Epworth Local Board,Epworth,-17.8794,31.1244,1,Local Source,Subnational,Teams of armed men in facemasks assaulted 5 MDC officials in Epworth in the middle of the night,0,1574110438,ZWE
5198627,716,ZIM5453,5453,2016-09-07,2016,2,Riots,Violent demonstration,Rioters (Zimbabwe),Prisoners (Zimbabwe); Women (Zimbabwe),5,Police Forces of Zimbabwe (1987-2017),,1,15,Southern Africa,Zimbabwe,Harare,Harare,Umguza RDC,Chikurubi,-17.8000,31.1666,1,Zim Eye,National,Riot police were brought in when female prisoners in Chikurubi Maximum Security Prison rioted. Many have now been placed in solitary confinement and badly assaulted,0,1559160369,ZWE
6347612,716,ZIM5454,5454,2016-09-07,2016,1,Violence against civilians,Attack,Unidentified Armed Group (Zimbabwe),,3,Civilians (Zimbabwe),,7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Kambuzuma,-17.8552,30.9672,1,Local Source,Subnational,A group of armed men abducted and tortured a civil society activist,0,1574110438,ZWE
4793847,716,ZIM5452,5452,2016-09-05,2016,1,Protests,Peaceful protest,Protesters (Zimbabwe),NAVUZ: National Vendors Union of Zimbabwe,6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,New Zimbabwe,National,Activists from the vendors union defied the government ban on demonstrations and staged a peaceful protest in Harare,0,1552577181,ZWE
6347622,716,ZIM5451,5451,2016-09-04,2016,2,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,37,Southern Africa,Zimbabwe,Harare,Harare,Chitungwiza Urban,Chitungwiza,-18.0127,31.0756,1,Local Source,Subnational,ZANU youth attacked an MDC supporter with an iron bar and a hammer,0,1574110438,ZWE
6977592,716,ZIM5450,5450,2016-09-03,2016,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),PF: People First,7,37,Southern Africa,Zimbabwe,Mashonaland Central,Bindura South,Bindura Municipality,Bindura,-17.2964,31.3297,2,Zimbabwe Situation,Other,"After the ZimPF rally in Bindura, ZANU youths assaulted 2 attendees",0,1583194185,ZWE
5340203,716,ZIM5446,5446,2016-08-31,2016,1,Riots,Violent demonstration,Rioters (Zimbabwe),,5,Police Forces of Zimbabwe (1987-2017),,1,15,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Glen Norah,-17.9047,30.9838,1,Newsday (Zimbabwe),National,police arrested two activists in Glen Norah suburb on allegations of engaging in violent activities after they and others barricaded the road with stones and threw stones at passing cars.,0,1561469397,ZWE
5340204,716,ZIM5447,5447,2016-08-31,2016,1,Riots,Violent demonstration,Rioters (Zimbabwe),,5,Police Forces of Zimbabwe (1987-2017),,1,15,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Mufakose,-17.8663,30.9272,1,Newsday (Zimbabwe),National,Protesters in Mufakose barricaded roads with burning tires and fought running battles with the police,0,1561469397,ZWE
6977591,716,ZIM5449,5449,2016-08-31,2016,2,Strategic developments,Looting/property destruction,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),PF: People First,7,37,Southern Africa,Zimbabwe,Mashonaland Central,Bindura South,Bindura Municipality,Bindura,-17.2964,31.3297,2,Zimbabwe Situation,Other,"Property destruction: In the run-up to ZimPFs Bindura rally, 6 supporters had their homes torched by ZANU youth.",0,1583194185,ZWE
6347655,716,ZIM5448,5448,2016-08-31,2016,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,37,Southern Africa,Zimbabwe,Harare,Harare,Chitungwiza Urban,Chitungwiza,-18.0127,31.0756,1,Local Source,Subnational,ZANU youth attacked an MDC supporter,0,1574110438,ZWE
4794878,716,ZIM5445,5445,2016-08-31,2016,1,Protests,Protest with intervention,Protesters (Zimbabwe),BUYA: Bulawayo Youth Arise,6,Police Forces of Zimbabwe (1987-2017),,1,16,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.1500,28.5800,1,Nehanda Radio,National,Police arrested 7 demonstrators at a protest in Bulawayo,0,1552577182,ZWE
6975041,716,ZIM5443,5443,2016-08-29,2016,1,Protests,Protest with intervention,Protesters (Zimbabwe),,6,Police Forces of Zimbabwe (1987-2017),,1,16,Southern Africa,Zimbabwe,Masvingo,Masvingo Metro,Masvingo Municipality,Masvingo,-20.0833,30.8333,1,My Zimbabwe,National,"Police arrested 7 activists at a demonstration to launch a new protest campaign, Tasvinura",0,1583194172,ZWE
4795206,716,ZIM5444,5444,2016-08-29,2016,1,Protests,Peaceful protest,Protesters (Zimbabwe),,6,,,0,60,Southern Africa,Zimbabwe,Midlands,Gweru,Gweru City Council,Gweru,-19.4500,29.8200,1,New Zimbabwe,National,Gweru residents demonstrated outside the magistrates court during a trial,0,1552577182,ZWE
5340202,716,ZIM5442,5442,2016-08-26,2016,1,Violence against civilians,Attack,Military Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Zimbabwe Standard,National,"Military patrolled Harare, emptying nightclubs and beating civilians on the street",0,1561469397,ZWE
6245063,716,ZIM5440,5440,2016-08-26,2016,1,Riots,Violent demonstration,Rioters (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction); PF: People First,5,Police Forces of Zimbabwe (1987-2017),ZANU-PF: Zimbabwe African National Union-Patriotic Front,1,15,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Mbare,-17.8581,31.0372,1,News24 (South Africa); AFP,Regional-International,"Zimbabwean police used batons, tear gas and water cannons to crush an anti-government protest in Harare. The MDC-T and PF took part in the protest while ZANU-PF members fought running skirmishes with protesters.",0,1572403629,ZWE
5917409,716,ZIM5441,5441,2016-08-26,2016,1,Strategic developments,Arrests,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Newsday (Zimbabwe); AP,National-International,"Arrests: Following violent protests, police travelled through the centre of Harare randomly arresting citizens. Over 70 people were arrested",0,1567462455,ZWE
5340199,716,ZIM5439,5439,2016-08-25,2016,1,Protests,Protest with intervention,Protesters (Zimbabwe),,6,Police Forces of Zimbabwe (1987-2017),,1,16,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,VOA,International,Heavily armed police disrupted a protest against misrule and police brutality. They arrested Bishop Magaya and several other leaders who were at the protest.,0,1561469397,ZWE
5340196,716,ZIM5434,5434,2016-08-24,2016,1,Protests,Protest with intervention,Protesters (Zimbabwe),RTUZ: Rural Teachers Union of Zimbabwe,6,Police Forces of Zimbabwe (1987-2017),,1,16,Southern Africa,Zimbabwe,Mashonaland East,Murehwa,Murehwa RDC,Murehwa,-17.6469,31.7775,1,VOA,International,RTUZ protesters were intimidated and then arrested by state agents.,0,1561469397,ZWE
6286927,716,ZIM5437,5437,2016-08-24,2016,1,Riots,Violent demonstration,Rioters (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction); Journalists (Zimbabwe),5,Police Forces of Zimbabwe (1987-2017),,1,15,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Mbare,-17.8581,31.0372,1,Mail & Guardian (South Africa),Regional,"Zimbabwean police used teargas, water-cannons and batons on to disperse opposition youths (MDC-T) who demonstrated in the capital against alleged brutality by security agents. Two pick-up trucks belonging to state broadcaster ZBC and police were burned.",0,1572403750,ZWE
6976869,716,ZIM5436,5436,2016-08-24,2016,2,Protests,Peaceful protest,Protesters (Zimbabwe),#Tajamuka/Sesjikile,6,,,0,60,Southern Africa,Zimbabwe,Masvingo,Zaka Central,Zaka RDC,Zaka,-20.3500,31.4500,2,Voice of the People,National,#Tajamuka/Sesjikile has been holding night-time protests in the rural areas,0,1583194183,ZWE
6976870,716,ZIM5435,5435,2016-08-24,2016,2,Protests,Peaceful protest,Protesters (Zimbabwe),#Tajamuka/Sesjikile,6,,,0,60,Southern Africa,Zimbabwe,Masvingo,Gutu Central,Gutu RDC,Gutu,-19.6500,31.1667,2,Voice of the People,National,#Tajamuka/Sesjikile has been holding night-time protests in the rural areas,0,1583194183,ZWE
6975140,716,ZIM5438,5438,2016-08-24,2016,1,Strategic developments,Looting/property destruction,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,37,Southern Africa,Zimbabwe,Masvingo,Gutu Central,Gutu RDC,Gutu,-19.6500,31.1667,2,Newsday (Zimbabwe),National,Property destruction: The thatched hut and fowl run of the MDCT provincial youth chairman were burned down in a suspected case of political arson by Zanu youths,0,1583194173,ZWE
5340195,716,ZIM5433,5433,2016-08-22,2016,1,Violence against civilians,Attack,Unidentified Armed Group (Zimbabwe),,3,Civilians (Zimbabwe),PF: People First,7,37,Southern Africa,Zimbabwe,Mashonaland West,Hurungwe,Karoi Town Council,Karoi,-16.8166,29.6833,1,Newsday (Zimbabwe),National,"Two people, one of them a toddler, were reportedly burnt to death after a hut belonging to a Zimbabwe People First (ZimPF) member caught fire in a suspected case of politically-motivated violence in Karoi.",2,1561469397,ZWE
4797194,716,ZIM5432,5432,2016-08-18,2016,1,Protests,Peaceful protest,Protesters (Zimbabwe),,6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,New Zimbabwe,National,"Members of the #Tajamuka movement demonstrated at the UNICEF offices in Harare, demanding that employees of the UN agency desist from using their positions in the organisation to push partisan agendas.",0,1552577185,ZWE
5199901,716,ZIM5430,5430,2016-08-18,2016,1,Protests,Peaceful protest,Protesters (Zimbabwe),WOZA: Women of Zimbabwe Arise; Women (Zimbabwe),6,,,0,60,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.1500,28.5800,1,VOA,International,Members of the Women of Zimbabwe Arise (WOZA) staged a peaceful demonstration in Bulawayo demanding thatgovernment scraps levies in public schools with effect from next term which starts in the first week of next month.,0,1559160526,ZWE
6258854,716,ZIM5431,5431,2016-08-18,2016,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),NAVUZ: National Vendors Union of Zimbabwe,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Daily News (South Africa),Regional,"Police seriously injured outspoken National Vendors Union of Zimbabwe leader, Sten Zvorwadza who had gone to Harare Central Police Station to hand over a peace offering to law enforcement agents.",0,1572403708,ZWE
5340193,716,ZIM5429,5429,2016-08-17,2016,1,Protests,Protest with intervention,Protesters (Zimbabwe),,6,Police Forces of Zimbabwe (1987-2017),,1,16,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,AFP,International,Zimbabwean police fired teargas and attacked protesters as several hundred protesters calling on President Robert Mugabe to step down in Harare.,0,1561469397,ZWE
5340192,716,ZIM5428,5428,2016-08-15,2016,1,Protests,Peaceful protest,Protesters (Zimbabwe),RTUZ: Rural Teachers Union of Zimbabwe,6,,,0,60,Southern Africa,Zimbabwe,Mashonaland East,Murehwa,Murehwa RDC,Murehwa,-17.6469,31.7775,2,VOA,International,RTUZ began a 10 day 200km march to protest poor pay and police violence,0,1561469397,ZWE
6052876,716,ZIM5427,5427,2016-08-13,2016,1,Protests,Peaceful protest,Protesters (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction); PF: People First,6,,,0,60,Southern Africa,Zimbabwe,Midlands,Gweru,Gweru City Council,Gweru,-19.4500,29.8200,1,Zimbabwean; Al Jazeera,National-Regional,Zimbabwes opposition leaders led a demonstration in Gweru against the countrys embattled President Robert Mugabe over his failure to resolve a worsening economic crisis. Thousands of supporters gathered to hear opposition leader Morgan Tsvangirai (MDC-T) and ex-deputy president Joice Mujuru (PF) speak.,0,1571164408,ZWE
5340190,716,ZIM5426,5426,2016-08-11,2016,1,Protests,Peaceful protest,Protesters (Zimbabwe),,6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Newsday (Zimbabwe),National,"Scores of people yesterday gathered at the African Unity Square demanding the return of missing activist, Itai Dzamara, with his wife, Sheffra, making an impassioned plea to the government to release him",0,1561469397,ZWE
6974485,716,ZIM5425,5425,2016-08-06,2016,1,Riots,Mob violence,Rioters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,5,Civilians (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,7,57,Southern Africa,Zimbabwe,Mashonaland Central,Shamva South,Chaminuka RDC,Shamva,-17.3166,31.5667,1,Bulawayo24,National,"Zanu PF youths in Shamva North, Mashonaland Central reportedly burnt to ashes a bedroom hut belonging to rival Zimbabwe People First (ZimPF).",0,1583194170,ZWE
6265698,716,ZIM5424,5424,2016-08-06,2016,1,Protests,Peaceful protest,Protesters (Zimbabwe),,6,,,0,60,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.1500,28.5800,1,eNCA (South Africa),Regional,Hundreds of protesters waved the Zimbabwean flag and sang the national anthem during a cricket match against New Zealand in Bulawayo.,0,1572403716,ZWE
5340186,716,ZIM5421,5421,2016-08-03,2016,1,Protests,Protest with intervention,Protesters (Zimbabwe),,6,Police Forces of Zimbabwe (1987-2017),,1,16,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,AFP,International,Riot police in Zimbabwe used tear gas and water cannon to break up a protest by several hundred demonstrators gathered in Harare in a fresh outbreak of opposition to President Robert Mugabe.,0,1561469397,ZWE
5340187,716,ZIM5422,5422,2016-08-03,2016,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),Journalists (Zimbabwe),7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Newsday (Zimbabwe),National,"During demonstrations in Harare, police assaulted journalists who were covering the protests.",0,1561469397,ZWE
5340188,716,ZIM5423,5423,2016-08-03,2016,2,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),PF: People First,7,37,Southern Africa,Zimbabwe,Manicaland,Makoni,Makoni RDC,Makoni,-18.7166,31.9833,2,Newsday (Zimbabwe),National,A Zanu PF official in Manicaland allegedly assaulted a Zimbabwe People First (ZimPF) member in the Dewedzo area in rural Rusape's Makoni West constituency.,0,1561469397,ZWE
5340185,716,ZIM5420,5420,2016-08-02,2016,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),PF: People First,7,37,Southern Africa,Zimbabwe,Mashonaland West,Makonde,Chinhoyi Municipality,Chinhoyi,-17.3666,30.2000,1,Zimbabwean,National,"Zanu PF supporters attacked Zimbabwe People First (ZimPF) youths at Shackleton Mine, just outside Chinhoyi, leaving three ZimPF youths injured. Zanu PF youths reportedly disrupted a ZimPF door-to-door outreach programme to drum up support for the rally and assaulted ZimPF members.",0,1561469397,ZWE
5340184,716,ZIM5418,5418,2016-07-31,2016,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Newsday (Zimbabwe),National,10 MDC-T party supporters were hospitalised following an attack by ZANU-F youth in Harare during a party rally.,0,1561469397,ZWE
5757212,716,ZIM5417,5417,2016-07-27,2016,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),Journalists (Zimbabwe),7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Bulawayo24,National,A journalist was reportedly attacked by Zanu PF activists while covering a war veterans solidarity march at Zanu PF headquarters in Harare.,0,1567462143,ZWE
5340183,716,ZIM5416,5416,2016-07-26,2016,1,Protests,Peaceful protest,Protesters (Zimbabwe),WOZA: Women of Zimbabwe Arise; Women (Zimbabwe),6,,,0,60,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.1500,28.5800,1,AFP,International,"Hundreds of Zimbabwean women, aligned to the Women of Zimbabwe Arise group, staged a protest in Bulawayo against police brutality and worsening economic woes under President Robert Mugabes government.",0,1561469397,ZWE
5340182,716,ZIM5415,5415,2016-07-22,2016,1,Protests,Peaceful protest,Protesters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,6,,,0,60,Southern Africa,Zimbabwe,Mashonaland East,Marondera,Marondera Municipality,Marondera,-18.1833,31.5500,1,Newsday (Zimbabwe),National,Zanu PF youths spent most of the day toyi-toying in Marondera before assembling close to Rudhaka Stadium before a ZIMPF rally was about to begin.,0,1561469397,ZWE
5340181,716,ZIM5414,5414,2016-07-21,2016,1,Riots,Mob violence,Rioters (Zimbabwe),,5,Civilians (Zimbabwe),Government of Zimbabwe (1987-2017),7,57,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Herald (Zimbabwe),National,"Six men were among 100 youth who attacked the Ministry of Local Government, Public Works and National Housing officials allocating residential stands to home-seekers in Harare. They were armed with knobkerries, stones and dogs as they started assaulting Government officials and the home-seekers.",0,1561469397,ZWE
6262486,716,ZIM5413,5413,2016-07-20,2016,1,Protests,Peaceful protest,Protesters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Deutsche Welle,International,Pro-government demonstrators marched to the Zimbabwes ruling party ZANU-PF headquarters in Harare in a display of solidarity with President Robert Mugabe.,0,1572403712,ZWE
5340177,716,ZIM5410,5410,2016-07-16,2016,1,Protests,Peaceful protest,Protesters (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),6,,,0,60,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.1500,28.5800,1,Zimbabwe Standard,National,Pressure mounted on President Robert Mugabe to step down after demonstration organised by MDC-T occured in Bulawayos streets protesting against his rule.,0,1561469397,ZWE
5340178,716,ZIM5411,5411,2016-07-16,2016,1,Protests,Peaceful protest,Protesters (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Chitungwiza Urban,Chitungwiza,-18.0127,31.0756,1,Zimbabwe Standard,National,"MDC-T supporters held a peaceful demonstration in Chitungwisa, demonstrating against the rule of the president.",0,1561469397,ZWE
5340179,716,ZIM5412,5412,2016-07-16,2016,1,Protests,Protest with intervention,Protesters (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),6,Police Forces of Zimbabwe (1987-2017),,1,16,Southern Africa,Zimbabwe,Midlands,Kwekwe,Kwekwe City Council,Kwekwe,-18.9166,29.8167,1,Zimbabwe Standard,National,"MDC-T supporters held a peaceful demonstration in Kwekwe, demonstrating against the rule of the president. Police responded by using using teargas and water cannons.",0,1561469397,ZWE
4805263,716,ZIM5409,5409,2016-07-15,2016,1,Protests,Protest with intervention,Protesters (Zimbabwe),NAVUZ: National Vendors Union of Zimbabwe,6,Police Forces of Zimbabwe (1987-2017),,1,16,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Nehanda Radio,National,Harare resembled a war zone after riot police fired teargas to disperse a growing crowd of vendors who were protesting against worsening conditions.,0,1552577194,ZWE
6265294,716,ZIM5408,5408,2016-07-13,2016,1,Protests,Peaceful protest,Protesters (Zimbabwe),,6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,East Coast Radio (South Africa),Regional,Supporters of Zimbabwe protest leader Evan Mawarire rallied outside a Harare court where he was set to appear after being arrested during a surge of unrest against President Robert Mugabes government.,0,1572403716,ZWE
5340175,716,ZIM5407,5407,2016-07-07,2016,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,"""Al Shabaab"" Militia",3,Civilians (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,7,37,Southern Africa,Zimbabwe,Midlands,Kwekwe,Kwekwe City Council,Kwekwe,-18.9166,29.8167,1,Newsday (Zimbabwe),National,"A ZANU-PF youth is reportedly battling for life at Kwekwe General Hospital after he was hacked with a machete by fellow party member and members of the militant group, Al-Shabaab.",0,1561469397,ZWE
5340171,716,ZIM5403,5403,2016-07-06,2016,1,Riots,Mob violence,Rioters (Zimbabwe),,5,Police Forces of Zimbabwe (1987-2017),,1,15,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Budiriro,-17.8972,30.9336,1,Herald (Zimbabwe),National,"In ongoing political unrest, skirmishes between police and rioters took place in Budiriro. 19 people were arrested",0,1561469397,ZWE
5340172,716,ZIM5404,5404,2016-07-06,2016,1,Riots,Violent demonstration,Rioters (Zimbabwe),,5,Police Forces of Zimbabwe (1987-2017),,1,15,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Mufakose,-17.8663,30.9272,1,Herald (Zimbabwe),National,"In ongoing political unrest, skirmishes between police and rioters took place in Mufakose. 13 people were arrested as protesters were blockading roads and burning tyres before the police intervened to restore order.",0,1561469397,ZWE
5340173,716,ZIM5405,5405,2016-07-06,2016,1,Riots,Mob violence,Rioters (Zimbabwe),,5,Police Forces of Zimbabwe (1987-2017),,1,15,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Warren Park,-17.8303,30.9822,1,Herald (Zimbabwe),National,"In ongoing political unrest, skirmishes between police and rioters took place in Warren Park.",0,1561469397,ZWE
6974551,716,ZIM5401,5401,2016-07-06,2016,1,Protests,Protest with intervention,Protesters (Zimbabwe),Taxi Drivers (Zimbabwe),6,Police Forces of Zimbabwe (1987-2017),,1,16,Southern Africa,Zimbabwe,Matabeleland South,Bulilima East,Plumtree Town Council,Plumtree,-20.4833,27.8167,1,Chronicle (Zimbabwe),National,Seven Plumtree taxi operators were arrested for trying to stage a demonstration against police roadblocks.,0,1583194170,ZWE
6974820,716,ZIM5406,5406,2016-07-06,2016,1,Protests,Protest with intervention,Protesters (Zimbabwe),,6,Police Forces of Zimbabwe (1987-2017),,1,16,Southern Africa,Zimbabwe,Matabeleland North,Hwange West,Victoria Falls Municipality,Victoria Falls,-17.9333,25.8333,1,Herald (Zimbabwe),National,"Police arrested 36 people for staging illegal demonstrations in various parts of the country, including 14 white Zimbabweans and a Belgian national who were protesting in Victoria Falls.",0,1583194171,ZWE
6974821,716,ZIM5402,5402,2016-07-06,2016,1,Riots,Violent demonstration,Rioters (Zimbabwe),,5,,,0,50,Southern Africa,Zimbabwe,Manicaland,Mutare Central,Mutare City Council,Mutare,-18.9666,32.6667,3,Herald (Zimbabwe),National,"In Manicaland, a bus belonging to Inter-Africa Bus Company was attacked with stones by unknown assailants, but there were no injuries and the driver did not stop.",0,1583194171,ZWE
